silence_windows,beacon_12,beacon_15,src2dst_max_piat_ms,wavelet_2,wavelet_11,wavelet_1,wavelet_0,window_delta_2,window_delta_6,window_delta_4,mean_packet_size_delta,main_class,second_class
3,0,0,912,7427.034,0.0,847720.621,0.0,0,0,0,931.21649,zloader,dropper
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,226.42857,hancitor,dropper
1,0,0,843,405.3,0.0,1333.603,0.0,64053,64047,64050,225.75,icedid,infostealer
0,0,0,0,0.0,0.0,270578.652,0.0,0,0,0,1028.04124,hancitor,dropper
5,0,0,429,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,542.21429,emotet,dropper
3,0,0,428,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,466.7619,emotet,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
1,-754,-646,260,608.227,10432.563,1968.046,1877.036,65535,65535,65535,187.2,valak,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,100.6,hancitor,dropper
0,0,0,0,3086.515,6231.919,2142.534,0.0,0,0,0,386.85714,valak,infostealer
1,710,-17793,0,11378.027,30659.489,15634.392,627.417,65535,65535,1023,106.83333,valak,infostealer
3,0,0,407,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,360.55556,hancitor,dropper
0,0,0,0,7049.447,0.0,132545.752,0.0,64240,64240,64240,607.97938,icedid,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,0,0,0,118139.721,10028.574,132654.646,0.0,64240,64240,64240,529.79381,hancitor,dropper
0,710,-17793,0,11378.027,30659.489,15634.392,627.417,65535,65535,1023,205.55556,valak,infostealer
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,101.6,hancitor,dropper
0,60,714,0,585.557,3780.759,1942.904,2177.511,65535,1022,65535,172.54545,valak,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
2,0,0,494,23891.909,0.0,178223.436,0.0,64240,0,64240,360.88889,emotet,dropper
2,0,0,407,59472.973,14662.998,80992.884,11983.939,0,0,0,161.55556,icedid,infostealer
3,0,0,160,24120.54,261349.146,143592.174,0.0,64240,64240,64240,226.42857,emotet,dropper
0,0,0,0,1078433.723,44828.939,151477.829,0.0,65535,0,0,195.0,zloader,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,141.5,hancitor,dropper
1,0,0,1019,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,360.66667,hancitor,dropper
2,0,0,363,58623.177,73161.32,85116.838,31928.622,64240,0,64240,337.55556,emotet,dropper
3,-2320,-2184,80188,145989.565,12123.202,44028.884,57510.142,65535,0,65535,322.63636,qakbot,
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,101.6,hancitor,dropper
0,0,0,0,162036.817,12449.981,49696.879,0.0,65535,0,0,385.71429,valak,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
4,-111,-111,59940,626.467,1211.806,987.246,334.585,64053,64047,64050,226.125,icedid,infostealer
0,0,0,61140,827.525,3386.22,1111.584,469.034,65535,0,0,124.6,hancitor,dropper
1,-754,-646,109859,608.227,10432.563,1968.046,1877.036,65535,65535,65535,187.2,valak,infostealer
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
2,0,0,168,93.531,5532.17,2771.859,0.0,0,0,65535,387.0,valak,infostealer
0,0,0,8017,93.531,2999.912,350.725,0.0,65535,65535,0,226.75,valak,infostealer
0,60,714,0,585.557,3780.759,1942.904,2177.511,65535,1022,65535,173.27273,valak,infostealer
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
2,0,0,218,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
0,-54,614,0,11490.816,1925.279,15855.074,128.276,65535,0,65535,125.6,valak,infostealer
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,226.42857,hancitor,dropper
2,0,0,28694,93.531,0.0,2853.883,0.0,0,0,65535,465.71429,valak,infostealer
2,0,0,128,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
4,0,0,97,58623.177,73161.32,85116.838,31928.622,64240,0,64240,226.42857,emotet,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,141.5,hancitor,dropper
0,0,0,0,405.3,0.0,1333.603,0.0,64053,64047,64050,430.49485,icedid,infostealer
0,0,0,45838,187.061,374.123,2600.739,0.0,63155,64240,64240,113.8,hancitor,dropper
2,0,0,409,59472.973,14662.998,80992.884,11983.939,0,0,0,161.55556,icedid,infostealer
1,-754,-646,44866,608.227,10432.563,1968.046,1877.036,65535,65535,65535,188.8,valak,infostealer
4,0,0,337,121427.154,0.0,832072.348,0.0,0,0,0,785.01818,zloader,dropper
2,-108,588,54662,3473.245,3231.178,2685.501,1967.522,63011,64240,64240,162.57143,hancitor,dropper
3,0,0,47,197.454,0.0,1994.041,66805.0,256,255,255,293.33333,emotet,dropper
2,0,0,920,201446.169,0.0,888971.817,0.0,0,0,0,464.41237,zloader,dropper
2,0,0,960,23891.909,0.0,178223.436,0.0,64240,0,64240,362.66667,emotet,dropper
3,0,0,509,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,314.28571,emotet,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,226.42857,hancitor,dropper
1,0,0,436,1503.42,0.0,1177621.29,0.0,0,0,0,324.88889,zloader,dropper
1,0,0,1059,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,360.66667,hancitor,dropper
0,0,0,0,665.108,0.0,93.338,264.0,0,65535,0,2.4,qakbot,
2,0,0,162,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
5,0,0,362,7427.034,0.0,847720.621,0.0,0,0,0,894.39175,zloader,dropper
2,0,0,219,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,103.4,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
2,0,0,458,24120.54,261349.146,143592.174,0.0,64240,64240,64240,366.0,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
2,0,0,100,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
9,0,0,1207,0.0,0.0,122180.981,0.0,0,0,0,770.53608,icedid,infostealer
2,0,0,1425,93.531,5532.17,2771.859,0.0,0,0,65535,327.14286,valak,infostealer
0,0,0,0,87106.567,0.0,1619.275,50479.0,0,0,0,10.33333,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
0,0,0,0,176404.179,0.0,302360.274,0.0,0,0,0,192.4,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,101.6,hancitor,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
0,0,0,0,710.259,3407.756,1104.566,890.473,0,0,0,216.0,valak,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,362.33333,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,-1613,-1352,4016,8870.277,4081.452,46737.861,47221.474,65535,65535,65535,6.0,qakbot,
3,0,0,168,24120.54,261349.146,143592.174,0.0,64240,64240,64240,226.42857,emotet,dropper
1,0,0,821,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,362.44444,emotet,dropper
10,-2320,-2184,5355,145989.565,12123.202,44028.884,57510.142,65535,0,65535,717.25773,qakbot,
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,226.28571,hancitor,dropper
5,0,0,406,1960.458,5797.749,4390.653,2273.574,0,0,0,216.8,icedid,infostealer
11,0,0,210,29004.923,0.0,3040.559,0.0,0,0,0,341.38889,qakbot,
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
3,-2320,-2184,80263,145989.565,12123.202,44028.884,57510.142,65535,0,65535,304.09091,qakbot,
2,0,0,159,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
3,-2320,-2184,79262,145989.565,12123.202,44028.884,57510.142,65535,0,65535,329.52381,qakbot,
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,101.6,hancitor,dropper
2,0,0,354,58623.177,73161.32,85116.838,31928.622,64240,0,64240,367.77778,emotet,dropper
0,0,0,0,2090.565,1320.28,1118.174,884.324,0,0,0,88.0,qakbot,Obama271
2,0,0,356,58623.177,73161.32,85116.838,31928.622,64240,0,64240,337.55556,emotet,dropper
6,0,0,560,24120.54,261349.146,143592.174,0.0,64240,64240,64240,1158.92784,emotet,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,101.6,hancitor,dropper
3,0,0,432,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,445.54545,emotet,dropper
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,226.42857,hancitor,dropper
1,0,0,949,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,353.55556,hancitor,dropper
2,0,0,404,58623.177,73161.32,85116.838,31928.622,64240,0,64240,355.33333,emotet,dropper
2,0,0,408,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
0,0,0,0,1960.458,5797.749,4390.653,2273.574,0,0,0,197.09091,icedid,infostealer
2,-54,-22044,65083,10505.831,352.259,14600.776,193.083,65535,0,65535,135.0,valak,infostealer
2,0,0,403,69352.093,96529.173,92753.442,6363.535,0,0,0,100.6,hancitor,dropper
3,-2320,-2184,78980,145989.565,12123.202,44028.884,57510.142,65535,0,65535,302.8,qakbot,
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,103.4,hancitor,dropper
1,0,0,274,1503.42,0.0,1177621.29,0.0,0,0,0,144.0,zloader,dropper
2,-108,588,75082,3473.245,3231.178,2685.501,1967.522,63011,64240,64240,113.8,hancitor,dropper
0,0,0,0,2090.565,1320.28,1118.174,884.324,0,0,0,305.0,qakbot,Obama271
1,-120,596,74970,688.126,3020.57,1192.307,2799.17,63515,64240,64240,110.0,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
1,0,0,655,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,307.44444,emotet,dropper
0,0,0,0,2090.565,1320.28,1118.174,884.324,0,0,0,125.0,qakbot,Obama271
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,360.66667,hancitor,dropper
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,362.44444,hancitor,dropper
2,54,54,30226,19051.812,8253.488,10347.454,132986.747,65535,65535,65535,308.85714,qakbot,
0,60,714,0,585.557,3780.759,1942.904,2177.511,65535,1022,65535,172.90909,valak,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
2,0,0,160,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
1,0,0,801,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,362.44444,emotet,dropper
1,0,0,764,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,341.68421,emotet,dropper
3,0,0,433,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,380.1,emotet,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
2,0,0,478,24120.54,261349.146,143592.174,0.0,64240,64240,64240,366.0,emotet,dropper
3,-754,-646,109845,608.227,10432.563,1968.046,1877.036,65535,65535,65535,165.2,valak,infostealer
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
2,0,0,74694,1147.951,3047.968,1795.268,2759.392,62891,64240,64240,112.2,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
2,0,0,356,58623.177,73161.32,85116.838,31928.622,64240,0,64240,364.22222,emotet,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
0,0,0,0,7179.215,8981.859,3021.798,59872.159,0,0,0,130.66667,qakbot,Obama271
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
4,0,0,59940,52537.361,8718.841,81139.389,78244.726,0,0,0,241.75,valak,infostealer
0,0,0,0,1960.458,5797.749,4390.653,2273.574,0,0,0,197.09091,icedid,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
6,-140,-140,59950,74096.713,1539.223,97040.521,2902.207,258,258,258,263.85714,icedid,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,154.83333,hancitor,dropper
2,0,0,596,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,360.66667,emotet,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
4,0,0,240,24196.75,0.0,134561.006,0.0,64240,0,64240,221.85714,emotet,dropper
1,0,0,460,2540.919,0.0,870868.469,0.0,0,0,0,336.31579,zloader,dropper
1,-120,596,74992,688.126,3020.57,1192.307,2799.17,63515,64240,64240,110.0,hancitor,dropper
3,60,714,63353,585.557,3780.759,1942.904,2177.511,65535,1022,65535,175.09091,valak,infostealer
0,-54,614,0,11490.816,1925.279,15855.074,128.276,65535,0,65535,180.0,valak,infostealer
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,360.55556,hancitor,dropper
2,0,0,708,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,360.66667,emotet,dropper
0,710,-17793,103954,11378.027,30659.489,15634.392,627.417,65535,65535,1023,128.6,valak,infostealer
2,0,0,160,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,60,714,0,585.557,3780.759,1942.904,2177.511,65535,1022,65535,230.57143,valak,infostealer
0,0,0,0,1078433.723,44828.939,151477.829,0.0,65535,0,0,584.14433,zloader,dropper
4,0,0,100,58623.177,73161.32,85116.838,31928.622,64240,0,64240,226.42857,emotet,dropper
2,0,0,684,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,324.6,emotet,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
3,-754,-646,66779,608.227,10432.563,1968.046,1877.036,65535,65535,65535,189.2,valak,infostealer
2,0,0,352,58623.177,73161.32,85116.838,31928.622,64240,0,64240,366.0,emotet,dropper
2,0,0,696,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,360.66667,emotet,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,360.66667,hancitor,dropper
1,-120,596,75008,688.126,3020.57,1192.307,2799.17,63515,64240,64240,110.0,hancitor,dropper
2,0,0,989,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,362.44444,emotet,dropper
1,-108,635,75399,1961.971,3054.149,726.205,738.793,65535,65535,0,123.2,hancitor,dropper
0,0,0,74588,1147.951,3047.968,1795.268,2759.392,62891,64240,64240,112.2,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
1,0,0,708,24120.54,261349.146,143592.174,0.0,64240,64240,64240,366.0,emotet,dropper
0,0,0,0,93.531,0.0,38451.053,0.0,0,0,0,538.41026,qakbot,Obama271
3,-140,-140,59450,80704.004,1539.223,105674.589,3202.226,255,255,255,248.5,icedid,infostealer
4,0,0,205,0.0,0.0,139274.58,0.0,0,0,0,860.30928,icedid,infostealer
1,0,0,612,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,324.6,emotet,dropper
2,0,0,396,59472.973,14662.998,80992.884,11983.939,0,0,0,149.15789,icedid,infostealer
0,0,0,0,76945.915,5795.641,101411.779,1766.913,0,0,0,112.88889,hancitor,dropper
5,-140,-140,59943,80704.004,1539.223,105674.589,3202.226,255,255,255,260.71429,icedid,infostealer
2,0,0,178,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
1,0,0,829,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,350.0,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,101.6,hancitor,dropper
4,0,0,95,58623.177,73161.32,85116.838,31928.622,64240,0,64240,226.42857,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,100.6,hancitor,dropper
0,-120,596,74346,688.126,3020.57,1192.307,2799.17,63515,64240,64240,110.0,hancitor,dropper
0,0,0,0,2090.565,1320.28,1118.174,884.324,0,0,0,196.0,qakbot,Obama271
4,54,0,75003,5740.016,374.123,152.735,1578.0,255,259,8192,112.8,hancitor,dropper
0,0,0,0,1912.184,0.0,64348.131,0.0,65535,0,65535,189.14286,valak,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
1,-120,596,74940,688.126,3020.57,1192.307,2799.17,63515,64240,64240,110.0,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,103.923,0.0,84.853,1852.0,0,0,0,242.54545,dridex,infostealer
0,-2320,-2184,0,145989.565,12123.202,44028.884,57510.142,65535,0,65535,297.52381,qakbot,
10,0,0,300,121427.154,0.0,832072.348,0.0,0,0,0,827.52577,zloader,dropper
1,0,0,653,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,360.66667,emotet,dropper
0,0,0,0,76945.915,5795.641,101411.779,1766.913,0,0,0,101.6,hancitor,dropper
6,0,0,4654,0.0,0.0,0.0,89310.0,0,0,0,852.51546,dridex,infostealer
0,0,0,0,2090.565,1320.28,1118.174,884.324,0,0,0,0.0,qakbot,Obama271
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,226.42857,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
4,0,0,100,58623.177,73161.32,85116.838,31928.622,64240,0,64240,226.42857,emotet,dropper
4,0,0,95,58623.177,73161.32,85116.838,31928.622,64240,0,64240,226.42857,emotet,dropper
2,0,0,1463,93.531,5532.17,2771.859,0.0,0,0,65535,332.85714,valak,infostealer
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
4,0,0,59904,6924.739,187.061,134201.796,0.0,64240,64240,64240,274.0,icedid,infostealer
0,0,0,0,2090.565,1320.28,1118.174,884.324,0,0,0,140.0,qakbot,Obama271
0,0,0,0,161920.77,6211.134,64626.731,0.0,65535,0,65535,383.14286,valak,infostealer
3,-2320,-2184,29364,145989.565,12123.202,44028.884,57510.142,65535,0,65535,207.36364,qakbot,
2,0,0,423,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,58913.527,8937.62,89735.313,90927.512,0,0,0,687.58763,valak,infostealer
2,0,0,453,24120.54,261349.146,143592.174,0.0,64240,64240,64240,576.6087,emotet,dropper
0,0,0,11,58623.177,73161.32,85116.838,31928.622,64240,0,64240,226.42857,emotet,dropper
5,-140,-140,59943,80704.004,1539.223,105674.589,3202.226,255,255,255,260.71429,icedid,infostealer
2,0,0,76322,2924.971,8062.317,3784.431,1174.01,0,0,0,225.55556,qakbot,
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,226.28571,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
2,0,0,417,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
0,0,0,0,52537.361,8718.841,81139.389,78244.726,0,0,0,793.46392,valak,infostealer
1,0,0,410,7427.034,0.0,847720.621,0.0,0,0,0,201.75,zloader,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
2,0,0,40106,207.846,0.0,169.706,1178.0,63731,0,0,151.0,dridex,infostealer
7,0,0,218,0.0,0.0,126895.969,0.0,0,0,0,793.4433,qakbot,Obama271
3,0,0,423,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,410.18182,emotet,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
0,710,-17793,0,11378.027,30659.489,15634.392,627.417,65535,65535,1023,130.2,valak,infostealer
1,0,0,911,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,362.44444,hancitor,dropper
5,0,0,83366,4585.569,2673.727,15206.537,60157.457,8192,64,8192,307.5,valak,infostealer
0,60,714,0,585.557,3780.759,1942.904,2177.511,65535,1022,65535,174.36364,valak,infostealer
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
2,0,0,109,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
12,0,0,301,121427.154,0.0,832072.348,0.0,0,0,0,838.82474,zloader,dropper
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,226.28571,hancitor,dropper
2,0,0,1657,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
2,0,0,409,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
4,0,0,94,58623.177,73161.32,85116.838,31928.622,64240,0,64240,226.42857,emotet,dropper
3,0,0,246,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
0,-140,-140,0,74096.713,1539.223,97040.521,2902.207,258,258,258,264.49485,icedid,infostealer
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,362.33333,hancitor,dropper
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,226.28571,hancitor,dropper
1,0,0,63424,1147.951,3047.968,1795.268,2759.392,62891,64240,64240,112.2,hancitor,dropper
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,362.33333,hancitor,dropper
1,0,0,48,58623.177,73161.32,85116.838,31928.622,64240,0,64240,226.42857,emotet,dropper
0,0,0,0,162036.817,12449.981,49696.879,0.0,65535,0,0,306.0,valak,infostealer
0,0,0,0,76490.47,1539.223,100168.56,3010.901,64,63,63,348.80412,valak,infostealer
1,0,0,1038,33184.361,6235.383,36390.543,0.0,65535,0,65535,388.0,valak,infostealer
1,0,0,2985,187.061,5078.373,3365.828,0.0,65535,65535,0,285.14286,valak,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,91.09091,hancitor,dropper
13,0,0,94,0.0,0.0,126014.914,85074.0,0,0,0,348.78161,icedid,infostealer
1,0,0,615,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,343.36842,emotet,dropper
0,0,0,0,1960.458,5797.749,4390.653,2273.574,0,0,0,194.18182,icedid,infostealer
0,-754,-646,0,608.227,10432.563,1968.046,1877.036,65535,65535,65535,163.2,valak,infostealer
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
2,0,0,79684,2924.971,8062.317,3784.431,1174.01,0,0,0,233.8,qakbot,
15,0,0,1580,0.0,0.0,0.0,97392.0,0,0,0,628.35052,hancitor,dropper
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,226.42857,hancitor,dropper
1,0,0,915,1078433.723,44828.939,151477.829,0.0,65535,0,0,315.07143,zloader,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
0,0,0,0,87106.567,0.0,1619.275,50479.0,0,0,0,159.58763,hancitor,dropper
6,0,0,1243,0.0,0.0,0.0,140149.0,0,0,0,2159.13402,hancitor,dropper
2,0,0,409,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
5,0,0,202,0.0,0.0,0.0,101655.0,0,0,0,632.10309,dridex,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
2,0,0,79902,2924.971,8062.317,3784.431,1174.01,0,0,0,251.88889,qakbot,
2,0,0,7322,93.531,0.0,2853.883,0.0,0,0,65535,329.14286,valak,infostealer
70,0,0,60257,76490.47,1539.223,100168.56,3010.901,64,63,63,69.38144,valak,infostealer
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,360.55556,hancitor,dropper
3,0,0,520,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,398.95652,emotet,dropper
2,0,0,118,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,0,0,0,2599.808,0.0,143948.556,0.0,0,0,0,385.71429,valak,infostealer
2,-120,596,74984,688.126,3020.57,1192.307,2799.17,63515,64240,64240,110.0,hancitor,dropper
2,0,0,357,58623.177,73161.32,85116.838,31928.622,64240,0,64240,366.0,emotet,dropper
3,0,0,419,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,317.0,emotet,dropper
1,0,0,209,58623.177,73161.32,85116.838,31928.622,64240,0,64240,366.0,emotet,dropper
4,0,0,107,58623.177,73161.32,85116.838,31928.622,64240,0,64240,226.42857,emotet,dropper
